"week","home_team","away_team","full_name","avgpoints","defense","athome","actualpts","avg","low","high","intop30","std2017","rectar","maxrectar","minrectar","rectds","recyards","defsacks","passing_int","passing_yds_against","passing_tds_against","rushing_yds_allowed","rushing_tds_allowed"
6,"WAS","SF","Pierre Garcon",13.78,"WAS",0,10.50,13.7,12.5,19.4,0,7.53,8.80,11,5,0.00,75.80,3.00,1.00,242.50,1.25,87.50,0.50
7,"SF","DAL","Pierre Garcon",13.23,"DAL",1,9.90,13.3,11.3,17.9,0,6.87,9.17,11,5,0.00,72.33,3.20,0.40,250.40,2.20,117.80,0.40
8,"PHI","SF","Pierre Garcon",12.76,"PHI",0,3.70,12.9,11.8,18.9,0,6.40,8.86,11,5,0.00,69.00,2.33,1.00,289.00,1.50,65.67,0.67
4,"SEA","IND","Quan Bray",1.07,"SEA",0,0.00,,,,0,1.85,0.67,1,0,0.00,7.33,3.00,1.00,205.00,0.50,121.50,0.50
5,"IND","SF","Quan Bray",0.80,"SF",1,0.00,,,,0,1.60,0.50,1,0,0.00,5.50,1.00,0.33,220.33,2.00,124.33,0.67
6,"TEN","IND","Quan Bray",0.64,"TEN",0,0.00,,,,0,1.43,0.40,1,0,0.00,4.40,1.75,0.75,285.25,2.75,112.50,0.75
7,"IND","JAC","Quan Bray",0.53,"JAC",1,3.70,,,,0,1.31,0.33,1,0,0.00,3.67,4.00,2.00,202.00,0.60,146.40,1.00
8,"CIN","IND","Quan Bray",0.99,"CIN",0,0.00,,,,0,1.69,0.57,2,0,0.00,5.57,3.60,0.80,181.60,1.00,103.20,0.60
9,"HOU","IND","Quan Bray",0.86,"HOU",0,0.00,,,,0,1.60,0.50,2,0,0.00,4.88,2.50,1.17,218.00,1.67,107.17,0.50
4,"GB","CHI","Randall Cobb",15.25,"CHI",1,14.40,11.7,9.9,17.0,0,3.18,11.00,13,9,0.00,72.50,2.00,0.00,262.50,1.00,90.50,1.00
5,"DAL","GB","Randall Cobb",14.97,"DAL",0,6.90,13.3,12.4,18.3,0,2.30,8.67,13,4,0.33,63.00,3.67,0.67,258.67,2.00,87.00,0.33
6,"MIN","GB","Randall Cobb",12.95,"MIN",0,5.80,12.2,11.0,16.4,0,4.45,7.75,13,4,0.25,54.50,2.50,0.75,267.75,1.25,71.25,0.25
7,"GB","NO","Randall Cobb",11.52,"NO",1,3.50,10.3,9.3,14.4,0,5.01,6.80,13,3,0.20,49.20,2.75,1.00,284.75,1.50,109.50,0.50
9,"GB","DET","Randall Cobb",10.18,"DET",1,10.90,8.6,8.3,8.8,0,5.55,6.33,13,3,0.17,43.50,2.00,1.50,260.33,1.50,94.33,0.83
10,"CHI","GB","Randall Cobb",10.29,"CHI",0,9.00,8.7,7.7,12.2,0,5.07,6.14,13,3,0.14,45.57,2.88,0.50,225.63,1.00,103.88,0.88
11,"GB","BAL","Randall Cobb",10.13,"BAL",1,6.40,8.9,7.9,13.3,0,4.72,5.88,13,3,0.13,46.38,2.44,1.44,200.56,1.22,125.89,0.67
12,"PIT","GB","Randall Cobb",9.71,"PIT",0,15.80,8.1,7.6,13.0,0,4.58,5.89,13,3,0.11,45.00,3.22,0.89,205.67,0.89,102.44,0.67
4,"CLE","CIN","Rashard Higgins",9.95,"CIN",1,0.00,7.8,6.4,11.0,0,9.83,8.50,11,6,0.00,52.50,2.00,0.50,123.00,0.50,162.50,1.00
5,"CLE","NYJ","Rashard Higgins",6.63,"NYJ",1,2.70,6.6,5.7,10.3,0,9.02,7.00,11,4,0.00,35.00,1.67,1.00,224.67,2.00,133.33,1.33
6,"HOU","CLE","Rashard Higgins",5.65,"HOU",0,2.30,5.4,4.0,10.2,0,7.62,6.25,11,4,0.00,28.00,2.50,1.00,211.00,1.50,95.50,0.75
7,"CLE","TEN","Rashard Higgins",4.98,"TEN",1,2.10,4.5,3.6,7.4,0,6.77,5.40,11,2,0.00,25.00,1.60,0.80,246.60,2.40,110.00,0.60
8,"CLE","MIN","Rashard Higgins",4.50,"MIN",1,2.40,3.2,2.5,6.5,0,6.17,5.00,11,2,0.00,22.67,2.50,1.17,235.33,1.33,78.67,0.17
10,"DET","CLE","Rashard Higgins",4.20,"DET",0,7.40,3.4,2.2,5.8,0,5.68,4.43,11,1,0.00,21.43,1.71,1.43,268.43,1.43,91.57,0.86
11,"CLE","JAC","Rashard Higgins",4.60,"JAC",1,0.00,3.3,3.0,4.3,0,5.38,4.38,11,1,0.00,23.00,4.38,1.25,183.75,0.50,124.88,0.75
12,"CIN","CLE","Rashard Higgins",4.09,"CIN",0,5.00,3.3,2.8,5.4,0,5.26,4.11,11,1,0.00,20.44,2.89,0.67,214.67,1.22,123.44,0.56
11,"MIA","TB","Rashawn Scott",,"TB",1,0.00,,,,0,,,,,,,1.00,0.63,278.63,1.75,116.63,1.00
4,"CLE","CIN","Ricardo Louis",3.97,"CIN",1,11.40,4.9,4.3,7.1,0,1.72,3.67,6,2,0.00,23.00,2.00,0.50,123.00,0.50,162.50,1.00
5,"CLE","NYJ","Ricardo Louis",5.83,"NYJ",1,12.10,6.8,5.0,9.7,0,3.97,5.00,9,2,0.00,33.25,1.67,1.00,224.67,2.00,133.33,1.33
6,"HOU","CLE","Ricardo Louis",7.08,"HOU",0,5.50,8.0,6.1,11.7,0,4.44,5.60,9,2,0.00,40.80,2.50,1.00,211.00,1.50,95.50,0.75
7,"CLE","TEN","Ricardo Louis",6.82,"TEN",1,5.10,7.9,5.2,12.7,0,4.02,5.83,9,2,0.00,38.17,1.60,0.80,246.60,2.40,110.00,0.60
8,"CLE","MIN","Ricardo Louis",6.57,"MIN",1,6.20,6.9,5.1,11.7,0,3.73,5.57,9,2,0.00,35.71,2.50,1.17,235.33,1.33,78.67,0.17
10,"DET","CLE","Ricardo Louis",6.53,"DET",0,3.50,7.1,5.1,11.5,0,3.46,5.63,9,2,0.00,36.50,1.71,1.43,268.43,1.43,91.57,0.86
11,"CLE","JAC","Ricardo Louis",6.19,"JAC",1,2.50,5.2,4.0,7.3,0,3.39,5.67,9,2,0.00,34.11,4.38,1.25,183.75,0.50,124.88,0.75
12,"CIN","CLE","Ricardo Louis",5.82,"CIN",0,0.00,4.4,3.8,7.3,0,3.40,5.50,9,2,0.00,32.20,2.89,0.67,214.67,1.22,123.44,0.56
4,"HOU","TEN","Rishard Matthews",13.37,"HOU",0,7.90,10.3,10.1,14.6,0,6.79,8.00,10,5,0.33,67.00,1.50,0.00,174.50,0.50,118.50,0.50
5,"MIA","TEN","Rishard Matthews",12.00,"MIA",0,6.10,12.7,12.0,17.8,0,6.18,8.00,10,5,0.25,62.50,1.50,0.00,290.00,1.00,73.50,1.00
6,"TEN","IND","Rishard Matthews",10.82,"IND",1,10.90,12.2,11.7,18.2,0,5.97,7.60,10,5,0.20,56.80,2.25,1.50,296.75,1.50,112.50,1.50
7,"CLE","TEN","Rishard Matthews",10.83,"CLE",0,7.00,12.7,11.6,17.7,0,5.34,7.00,10,4,0.17,58.83,2.40,0.60,243.80,2.20,76.60,0.80
9,"TEN","BAL","Rishard Matthews",10.29,"BAL",1,17.00,9.6,8.2,10.3,0,5.08,6.86,10,4,0.14,56.14,2.29,1.43,201.57,1.29,145.29,0.71
10,"TEN","CIN","Rishard Matthews",11.13,"CIN",1,10.00,10.1,9.6,13.1,0,5.27,6.88,10,4,0.25,57.88,3.14,0.71,201.29,1.29,111.86,0.43
11,"PIT","TEN","Rishard Matthews",11.00,"PIT",0,25.30,9.6,8.3,13.2,1,4.94,6.89,10,4,0.22,57.00,3.25,0.88,203.63,0.75,106.38,0.75
4,"NYJ","JAC","Robby Anderson",9.83,"JAC",1,8.90,8.8,8.6,12.4,0,7.54,6.00,8,4,0.33,48.33,5.50,1.00,189.50,1.00,136.00,1.50
5,"CLE","NYJ","Robby Anderson",9.60,"CLE",0,3.60,9.3,9.1,13.4,0,6.17,6.00,8,4,0.25,51.00,2.00,0.67,246.33,1.67,87.67,1.33
6,"NYJ","NE","Robby Anderson",8.40,"NE",1,11.60,9.2,8.3,13.5,0,5.98,5.80,8,4,0.20,44.00,2.00,0.75,335.25,2.75,132.75,0.75
7,"MIA","NYJ","Robby Anderson",8.93,"MIA",0,12.50,9.0,8.2,12.6,0,5.51,6.83,12,4,0.17,49.33,2.50,0.00,247.25,1.25,75.50,0.50
8,"NYJ","ATL","Robby Anderson",9.44,"ATL",1,25.50,9.4,8.6,12.9,1,5.20,6.57,12,4,0.29,47.29,2.40,0.40,230.60,1.40,102.00,0.40
9,"NYJ","BUF","Robby Anderson",11.45,"BUF",1,14.80,10.8,10.7,13.5,0,7.45,6.50,12,4,0.38,54.38,2.17,1.50,271.33,0.83,84.83,0.67
10,"TB","NYJ","Robby Anderson",11.82,"TB",0,18.50,12.0,11.7,14.7,0,7.05,6.33,12,4,0.44,53.67,1.00,0.71,280.86,1.71,111.71,1.00
12,"NYJ","CAR","Robby Anderson",12.49,"CAR",1,35.60,11.7,11.8,14.0,1,6.98,6.40,12,4,0.50,56.80,2.90,0.50,213.90,1.40,80.60,0.40
4,"DAL","LA","Robert Woods",9.97,"DAL",0,3.70,8.4,7.3,13.4,0,9.12,5.33,7,4,0.00,56.33,2.50,1.00,225.50,2.00,106.00,0.50
5,"LA","SEA","Robert Woods",8.40,"SEA",1,12.40,9.0,7.3,13.3,0,8.08,5.50,7,4,0.00,46.50,2.00,0.67,211.67,1.00,146.00,0.67
6,"JAC","LA","Robert Woods",9.20,"JAC",0,11.00,8.0,6.5,11.9,0,7.22,6.00,8,4,0.00,50.40,4.50,1.25,174.50,0.75,165.50,1.25
7,"LA","ARI","Robert Woods",9.50,"ARI",1,11.30,9.8,8.9,13.5,0,6.50,6.17,8,4,0.00,53.67,2.00,0.80,245.80,2.00,94.80,0.60
9,"NYG","LA","Robert Woods",9.76,"NYG",0,23.00,9.2,8.3,10.3,1,5.97,6.29,8,4,0.00,54.43,1.86,0.43,269.14,2.00,120.71,0.29
10,"LA","HOU","Robert Woods",11.41,"HOU",1,40.10,11.1,9.9,15.1,1,7.24,6.13,8,4,0.25,56.38,2.43,1.14,251.43,2.00,96.57,0.43
11,"MIN","LA","Robert Woods",14.60,"MIN",0,16.10,12.2,10.2,16.0,0,11.72,6.56,10,4,0.44,69.11,2.88,0.88,222.13,1.13,81.38,0.38
4,"TB","NYG","Roger Lewis",4.77,"TB",0,0.00,,,,0,4.10,3.00,6,1,0.00,24.33,1.00,2.00,301.00,1.00,20.00,0.00
5,"NYG","LAC","Roger Lewis",3.58,"LAC",1,9.90,,,,0,4.11,2.25,6,0,0.00,18.25,3.67,0.33,201.33,1.67,146.67,0.67
6,"DEN","NYG","Roger Lewis",4.84,"DEN",0,2.50,8.8,7.5,13.0,0,4.55,2.20,6,0,0.20,20.40,2.50,1.00,223.00,2.00,50.75,0.00
7,"NYG","SEA","Roger Lewis",4.45,"SEA",1,2.20,8.1,7.3,12.8,0,4.18,2.17,6,0,0.17,19.50,2.20,1.00,216.00,0.80,127.20,0.80
9,"NYG","LA","Roger Lewis",4.13,"LA",1,1.40,6.1,5.8,6.3,0,3.91,2.71,6,0,0.14,18.43,3.29,1.29,223.57,1.14,123.14,1.14
10,"SF","NYG","Roger Lewis",3.79,"SF",0,12.30,6.1,4.6,11.0,0,3.74,2.75,6,0,0.13,16.63,2.13,0.63,262.38,1.75,131.75,1.13
11,"NYG","KC","Roger Lewis",4.73,"KC",1,8.50,6.3,5.9,10.2,0,4.51,2.89,6,0,0.22,18.44,2.11,0.89,270.44,1.78,131.11,1.00
12,"WAS","NYG","Roger Lewis",5.11,"WAS",0,5.60,6.3,5.2,9.5,0,4.41,3.00,6,0,0.20,22.10,2.44,1.11,250.56,1.78,109.00,0.78
4,"NE","CAR","Russell Shepard",4.97,"NE",0,2.30,5.3,4.3,6.3,0,7.26,1.67,2,1,0.33,19.67,2.00,0.00,362.00,3.00,133.00,1.00
5,"DET","CAR","Russell Shepard",4.30,"DET",0,3.50,5.4,5.1,6.5,0,6.08,1.50,2,1,0.25,18.00,2.67,2.33,267.33,1.33,86.00,0.67
6,"CAR","PHI","Russell Shepard",4.14,"PHI",1,3.20,3.9,3.8,4.8,0,5.27,1.60,2,1,0.20,17.40,2.50,0.75,301.00,1.75,70.75,0.75
7,"CHI","CAR","Russell Shepard",3.98,"CHI",0,4.00,4.6,4.4,5.6,0,4.73,2.33,6,1,0.17,16.50,2.60,0.00,223.00,1.60,99.40,1.00
8,"TB","CAR","Russell Shepard",3.99,"TB",0,2.40,4.4,4.0,5.9,0,4.32,2.43,6,1,0.14,17.00,1.20,0.80,308.80,2.00,101.80,0.80
9,"CAR","ATL","Russell Shepard",3.79,"ATL",1,1.10,6.3,5.5,7.6,0,4.04,2.25,6,1,0.13,16.63,2.33,0.33,233.67,1.50,112.00,0.33
10,"CAR","MIA","Russell Shepard",3.49,"MIA",1,7.00,5.6,4.2,9.4,0,3.88,2.22,6,1,0.11,14.78,2.14,0.29,223.86,1.57,95.43,0.57
12,"NYJ","CAR","Russell Shepard",3.84,"NYJ",0,0.00,5.9,4.2,8.1,0,3.83,2.70,7,1,0.10,17.30,1.90,1.00,240.40,2.00,117.90,0.60
4,"KC","WAS","Ryan Grant",8.10,"KC",0,9.60,5.3,4.3,8.0,0,2.00,4.00,6,2,0.33,34.33,4.50,0.50,300.00,1.00,115.50,1.50
6,"WAS","SF","Ryan Grant",8.48,"SF",1,6.90,5.4,5.4,6.1,0,1.80,3.75,6,2,0.50,29.75,2.25,0.50,252.00,1.75,106.00,0.50
7,"PHI","WAS","Ryan Grant",8.16,"PHI",0,4.90,5.9,4.3,9.3,0,1.71,4.00,6,2,0.40,31.60,2.40,0.60,299.00,1.60,62.80,0.60
8,"WAS","DAL","Ryan Grant",7.62,"DAL",1,8.80,5.5,5.0,8.8,0,2.03,3.83,6,2,0.33,29.50,3.20,0.40,250.40,2.20,117.80,0.40
9,"SEA","WAS","Ryan Grant",7.79,"SEA",0,6.90,5.7,4.6,9.1,0,1.90,4.29,7,2,0.29,30.71,2.00,0.83,202.33,0.83,113.67,0.67
10,"WAS","MIN","Ryan Grant",7.68,"MIN",1,5.50,6.5,5.3,8.7,0,1.79,4.13,7,2,0.25,31.75,2.88,0.88,222.13,1.13,81.38,0.38
11,"NO","WAS","Ryan Grant",7.43,"NO",0,14.90,5.8,5.1,9.3,0,1.82,4.00,7,2,0.22,31.00,2.88,1.13,229.63,1.25,116.13,0.63
12,"WAS","NYG","Ryan Grant",8.18,"NYG",1,1.30,6.4,5.2,9.8,0,2.92,3.90,7,2,0.30,33.80,1.44,0.44,275.89,2.22,132.56,0.67
4,"DAL","LA","Ryan Switzer",0.10,"LA",1,-0.70,,,,0,0.17,0.00,0,0,0.00,0.00,3.00,1.00,179.00,0.50,152.00,1.50
5,"DAL","GB","Ryan Switzer",-0.10,"GB",1,0.00,,,,0,0.42,0.00,0,0,0.00,0.00,3.00,0.00,207.33,1.00,113.67,0.67
7,"SF","DAL","Ryan Switzer",-0.08,"SF",0,1.50,,,,0,0.37,0.00,0,0,0.00,0.00,2.60,0.60,264.40,1.40,116.60,0.80
8,"WAS","DAL","Ryan Switzer",0.18,"WAS",0,1.70,,,,0,0.73,0.17,1,0,0.00,0.33,3.00,1.00,249.80,1.20,87.00,0.80
9,"DAL","KC","Ryan Switzer",0.40,"KC",1,0.00,,,,0,0.88,0.29,1,0,0.00,1.29,2.14,0.71,283.86,1.86,124.57,0.86
10,"ATL","DAL","Ryan Switzer",0.35,"ATL",0,0.00,,,,0,0.82,0.25,1,0,0.00,1.13,2.43,0.29,237.00,1.57,102.14,0.29
11,"DAL","PHI","Ryan Switzer",0.31,"PHI",1,0.00,,,,0,0.78,0.22,1,0,0.00,1.00,2.78,1.22,268.00,1.56,66.44,0.44
12,"DAL","LAC","Ryan Switzer",0.28,"LAC",1,-0.40,,,,0,0.74,0.20,1,0,0.00,0.90,3.22,0.78,225.56,1.22,134.89,0.67
6,"HOU","CLE","Sammie Coates",0.00,"HOU",0,2.10,,,,0,,4.00,4,4,0.00,0.00,2.50,1.00,211.00,1.50,95.50,0.75
7,"CLE","TEN","Sammie Coates",1.05,"TEN",1,0.00,,,,0,1.48,3.00,4,2,0.00,5.50,1.60,0.80,246.60,2.40,110.00,0.60
8,"CLE","MIN","Sammie Coates",0.70,"MIN",1,3.30,,,,0,1.21,2.00,4,0,0.00,3.67,2.50,1.17,235.33,1.33,78.67,0.17
10,"DET","CLE","Sammie Coates",1.35,"DET",0,5.80,,,,0,1.63,2.00,4,0,0.00,6.00,1.71,1.43,268.43,1.43,91.57,0.86
4,"DAL","LA","Sammy Watkins",15.80,"DAL",0,2.70,12.6,12.1,16.1,0,13.99,4.67,7,2,0.67,64.67,2.50,1.00,225.50,2.00,106.00,0.50
5,"LA","SEA","Sammy Watkins",12.53,"SEA",1,0.00,11.5,11.0,15.5,0,13.17,4.00,7,2,0.50,52.75,2.00,0.67,211.67,1.00,146.00,0.67
6,"JAC","LA","Sammy Watkins",10.02,"JAC",0,2.10,9.6,9.2,11.9,0,12.70,4.00,7,2,0.40,42.20,4.50,1.25,174.50,0.75,165.50,1.25
7,"LA","ARI","Sammy Watkins",8.70,"ARI",1,7.20,10.2,9.7,13.1,0,11.81,4.00,7,2,0.33,37.00,2.00,0.80,245.80,2.00,94.80,0.60
9,"NYG","LA","Sammy Watkins",8.49,"NYG",0,13.70,9.3,8.8,10.0,0,10.80,4.14,7,2,0.29,37.71,1.86,0.43,269.14,2.00,120.71,0.29
10,"LA","HOU","Sammy Watkins",9.14,"HOU",1,12.10,9.0,7.9,11.8,0,10.17,3.88,7,2,0.38,41.38,2.43,1.14,251.43,2.00,96.57,0.43
11,"MIN","LA","Sammy Watkins",9.47,"MIN",0,6.60,8.8,8.4,11.4,0,9.56,3.78,7,2,0.44,41.33,2.88,0.88,222.13,1.13,81.38,0.38
12,"LA","NO","Sammy Watkins",9.18,"NO",1,18.20,11.1,10.1,12.2,0,9.06,3.80,7,2,0.40,40.80,2.78,1.11,219.11,1.22,110.89,0.56
4,"DEN","OAK","Seth Roberts",4.63,"DEN",0,8.90,4.9,4.2,6.8,0,4.46,2.33,5,1,0.33,13.00,1.50,1.50,215.00,2.50,52.00,0.00
5,"OAK","BAL","Seth Roberts",5.70,"BAL",1,5.40,6.2,4.8,8.1,0,4.22,3.00,5,1,0.25,22.00,2.67,2.67,238.00,1.67,112.00,0.33
6,"OAK","LAC","Seth Roberts",5.64,"LAC",1,6.50,6.0,5.2,8.4,0,3.66,3.20,5,1,0.20,24.40,3.00,0.25,211.50,1.50,163.50,0.75
7,"OAK","KC","Seth Roberts",5.78,"KC",1,2.50,5.9,4.3,8.5,0,3.29,3.17,5,1,0.17,26.17,2.80,0.80,263.60,1.80,118.00,0.80
9,"MIA","OAK","Seth Roberts",5.31,"MIA",0,4.80,5.8,4.8,8.0,0,3.25,3.57,6,1,0.14,24.57,2.50,0.33,241.00,1.50,82.33,0.67
11,"OAK","NE","Seth Roberts",5.25,"NE",1,7.60,5.7,4.3,8.3,0,3.01,3.38,6,1,0.13,25.00,1.88,0.75,309.25,2.00,121.50,0.63
12,"OAK","DEN","Seth Roberts",5.51,"DEN",1,4.60,5.3,4.2,7.5,0,2.93,4.00,9,1,0.11,26.22,2.22,0.56,215.78,2.11,89.56,0.44
6,"MIN","GB","Stacy Coley",,"GB",1,0.00,,,,0,,,,,,,2.50,0.50,210.00,1.00,111.00,0.75
8,"CLE","MIN","Stacy Coley",0.00,"CLE",0,0.00,,,,0,,1.00,1,1,0.00,0.00,2.17,0.67,240.67,2.33,84.33,0.67
4,"MIN","DET","Stefon Diggs",23.97,"DET",1,14.80,15.2,14.2,20.1,0,17.74,8.00,11,6,1.33,97.00,3.00,2.00,254.00,1.00,53.50,0.50
5,"CHI","MIN","Stefon Diggs",21.68,"CHI",0,1.40,15.6,15.0,20.3,0,15.19,7.75,11,6,1.00,97.25,2.33,0.00,253.33,1.00,83.67,1.00
8,"CLE","MIN","Stefon Diggs",17.62,"CLE",0,6.60,13.1,12.1,18.1,0,15.98,7.00,11,4,0.80,78.60,2.17,0.67,240.67,2.33,84.33,0.67
10,"WAS","MIN","Stefon Diggs",15.78,"WAS",0,17.80,13.3,13.0,18.9,0,14.98,6.83,11,4,0.67,70.00,2.86,0.86,237.14,1.43,104.43,0.86
11,"MIN","LA","Stefon Diggs",16.07,"LA",1,7.20,13.5,12.7,18.4,0,13.70,6.57,11,4,0.71,71.14,3.13,1.25,223.13,1.25,121.63,1.00
12,"DET","MIN","Stefon Diggs",14.96,"DET",0,12.50,13.6,13.4,18.0,0,13.06,6.50,11,4,0.63,66.25,2.11,1.22,262.33,1.22,102.22,1.11
4,"TB","NYG","Sterling Shepard",15.43,"TB",0,10.40,11.3,11.1,14.8,0,12.51,7.33,10,4,0.33,66.67,1.00,2.00,301.00,1.00,20.00,0.00
5,"NYG","LAC","Sterling Shepard",14.18,"LAC",1,1.90,11.0,10.5,14.3,0,10.52,6.75,10,4,0.25,63.50,3.67,0.33,201.33,1.67,146.67,0.67
9,"NYG","LA","Sterling Shepard",11.72,"LA",1,12.00,11.1,10.6,12.0,0,10.64,5.80,10,2,0.20,52.60,3.29,1.29,223.57,1.14,123.14,1.14
10,"SF","NYG","Sterling Shepard",11.77,"SF",0,28.20,13.0,12.3,17.6,1,9.51,6.33,10,2,0.17,55.50,2.13,0.63,262.38,1.75,131.75,1.13
4,"MIN","DET","T.J. Jones",7.25,"MIN",0,8.30,,,,0,2.90,3.50,4,3,0.00,47.50,1.50,0.00,267.00,1.50,81.00,0.00
5,"DET","CAR","T.J. Jones",7.60,"CAR",1,3.20,,,,0,2.14,4.00,5,3,0.00,42.67,2.67,0.33,179.33,1.00,89.67,0.33
6,"NO","DET","T.J. Jones",6.50,"NO",0,6.30,,,,0,2.81,4.00,5,3,0.00,35.00,2.75,1.00,284.75,1.50,109.50,0.50
8,"DET","PIT","T.J. Jones",6.46,"PIT",1,12.80,,,,0,2.43,5.00,9,3,0.00,34.60,3.33,0.83,177.67,0.67,118.17,1.00
9,"GB","DET","T.J. Jones",7.52,"GB",0,4.90,,,,0,3.38,5.50,9,3,0.00,43.50,1.71,0.86,237.29,1.29,125.71,1.00
10,"DET","CLE","T.J. Jones",7.14,"CLE",1,1.20,,,,0,3.24,5.00,9,2,0.00,41.43,2.00,0.63,241.88,2.00,84.25,0.63
11,"CHI","DET","T.J. Jones",6.40,"CHI",0,9.50,,,,0,3.66,4.75,9,2,0.00,36.50,2.88,0.50,225.63,1.00,103.88,0.88
12,"DET","MIN","T.J. Jones",6.74,"MIN",1,0.00,,,,0,3.58,4.78,9,2,0.00,38.56,2.67,0.89,233.78,1.11,81.33,0.56
4,"SEA","IND","T.Y. Hilton",15.97,"SEA",0,6.00,13.3,11.6,18.8,0,13.29,7.33,9,6,0.33,86.33,3.00,1.00,205.00,0.50,121.50,0.50
5,"IND","SF","T.Y. Hilton",13.48,"SF",1,27.70,14.0,13.7,18.1,1,11.94,7.00,9,6,0.25,72.25,1.00,0.33,220.33,2.00,124.33,0.67
6,"TEN","IND","T.Y. Hilton",16.32,"TEN",0,2.90,14.7,14.2,19.2,0,12.14,7.40,9,6,0.20,93.20,1.75,0.75,285.25,2.75,112.50,0.75
7,"IND","JAC","T.Y. Hilton",14.08,"JAC",1,4.70,13.8,12.7,17.2,0,12.16,6.83,9,4,0.17,80.83,4.00,2.00,202.00,0.60,146.40,1.00
8,"CIN","IND","T.Y. Hilton",12.74,"CIN",0,3.50,12.5,12.1,16.5,0,11.66,7.00,9,4,0.14,73.14,3.60,0.80,181.60,1.00,103.20,0.60
9,"HOU","IND","T.Y. Hilton",11.59,"HOU",0,37.50,11.8,11.2,15.3,1,11.28,7.00,9,4,0.13,65.88,2.50,1.17,218.00,1.67,107.17,0.50
10,"IND","PIT","T.Y. Hilton",14.47,"PIT",1,4.30,12.1,11.3,15.2,0,13.63,7.22,9,4,0.33,78.00,3.25,0.88,203.63,0.75,106.38,0.75
12,"IND","TEN","T.Y. Hilton",13.45,"TEN",1,3.50,12.7,11.8,16.0,0,13.25,6.90,9,4,0.30,72.50,1.44,1.00,246.89,1.89,91.89,0.44
6,"BAL","CHI","Tanner Gentry",4.70,"BAL",0,0.00,,,,0,,3.00,3,3,0.00,27.00,2.25,2.25,232.50,1.50,127.25,0.75
7,"CHI","CAR","Tanner Gentry",2.35,"CAR",1,1.80,3.7,3.0,5.1,0,3.32,2.00,3,1,0.00,13.50,3.40,0.20,214.80,1.40,79.80,0.60
8,"NO","CHI","Tanner Gentry",2.17,"NO",0,0.00,4.4,3.1,7.5,0,2.37,1.67,3,1,0.00,11.67,3.20,1.40,290.20,1.80,100.80,0.40
4,"SEA","IND","Tanner McEvoy",0.00,"IND",1,0.00,,,,0,0.00,2.00,2,2,0.00,0.00,2.50,0.50,325.00,1.00,72.50,1.00
5,"LA","SEA","Tanner McEvoy",0.00,"LA",0,-1.00,,,,0,0.00,1.33,2,0,0.00,0.00,3.33,1.00,230.00,1.00,139.00,2.00
7,"NYG","SEA","Tanner McEvoy",-0.25,"NYG",0,0.00,,,,0,0.50,1.00,2,0,0.00,0.00,1.60,0.20,231.20,2.00,139.00,0.40
8,"SEA","HOU","Tanner McEvoy",-0.20,"HOU",1,6.30,,,,0,0.45,0.80,2,0,0.00,0.00,2.50,1.17,218.00,1.67,107.17,0.50
9,"SEA","WAS","Tanner McEvoy",0.88,"WAS",1,2.00,,,,0,2.68,0.83,2,0,0.00,8.83,3.00,1.00,252.83,1.67,93.67,0.67
12,"SF","SEA","Tanner McEvoy",1.04,"SF",0,5.10,,,,0,2.49,1.00,2,0,0.00,9.00,2.00,0.60,257.30,1.80,133.50,0.90
6,"DEN","NYG","Tavarres King",,"DEN",0,1.70,4.5,2.3,8.4,0,,,,,,,2.50,1.00,223.00,2.00,50.75,0.00
7,"NYG","SEA","Tavarres King",1.70,"SEA",1,0.30,5.3,3.3,8.9,0,,3.00,3,3,0.00,7.00,2.20,1.00,216.00,0.80,127.20,0.80
9,"NYG","LA","Tavarres King",1.00,"LA",1,12.30,,,,0,0.99,3.00,3,3,0.00,4.00,3.29,1.29,223.57,1.14,123.14,1.14
10,"SF","NYG","Tavarres King",4.77,"SF",0,5.30,5.0,2.1,10.1,0,6.56,4.00,6,3,0.33,13.67,2.13,0.63,262.38,1.75,131.75,1.13
11,"NYG","KC","Tavarres King",4.90,"KC",1,7.80,4.8,2.0,9.6,0,5.36,4.00,6,3,0.25,15.75,2.11,0.89,270.44,1.78,131.11,1.00
12,"WAS","NYG","Tavarres King",5.48,"WAS",0,5.60,4.8,2.1,9.4,0,4.82,4.20,6,3,0.20,22.20,2.44,1.11,250.56,1.78,109.00,0.78
4,"DAL","LA","Tavon Austin",1.33,"DAL",0,5.60,4.9,3.7,6.8,0,0.81,1.33,3,0,0.00,4.00,2.50,1.00,225.50,2.00,106.00,0.50
5,"LA","SEA","Tavon Austin",2.40,"SEA",1,12.10,4.7,3.4,6.4,0,2.23,1.50,3,0,0.00,2.50,2.00,0.67,211.67,1.00,146.00,0.67
6,"JAC","LA","Tavon Austin",4.34,"JAC",0,0.00,4.9,3.3,6.3,0,4.75,2.20,5,0,0.00,4.80,4.50,1.25,174.50,0.75,165.50,1.25
7,"LA","ARI","Tavon Austin",3.62,"ARI",1,6.20,4.4,3.2,6.3,0,4.60,1.83,5,0,0.00,4.00,2.00,0.80,245.80,2.00,94.80,0.60
9,"NYG","LA","Tavon Austin",3.99,"NYG",0,4.30,4.1,2.8,4.9,0,4.31,1.86,5,0,0.00,5.57,1.86,0.43,269.14,2.00,120.71,0.29
